name,serving_wt,kcal,carbo,protein,fat,company
명인명작벌꿀카스테라,70,247.69,49.54,5.38,3.77,삼립식품
명인명작벌꿀카스테라,70,216.73,43.35,4.71,3.3,삼립식품
준현이의단팥피자호빵(단팥),70,194.32,40.21,5.03,1.84,삼립식품
요리사상디의고구마피자빵,70,199.23,33.38,4.31,5.38,삼립식품
요리사상디의고구마피자빵,70,185.95,31.16,4.02,5.03,삼립식품
고소한땅콩호떡,70,317.69,59.23,6.46,6.46,삼립식품
고소한땅콩호떡,70,222.38,41.46,4.52,4.52,삼립식품
밀크카스테라,70,269.23,53.85,5.38,3.55,삼립식품
밀크카스테라,70,209.4,41.88,4.19,2.76,삼립식품
케익속에블루베리,70,177.69,23.69,3.23,8.62,삼립식품
케익속에블루베리,70,226.15,30.15,4.11,10.97,삼립식품
LuFFY불고기킹,70,172.31,28,4.31,5.38,삼립식품
LuFFY불고기킹,70,185.56,30.15,4.64,5.8,삼립식품
샌드위치통식빵,70,268.15,51.69,6.46,3.45,삼립식품
샌드위치통식빵,70,187.71,36.18,4.52,2.41,삼립식품
호밀통식빵,70,269.23,50.62,6.46,3.77,삼립식품
호밀통식빵,70,188.46,35.43,4.52,2.64,삼립식품
카페.초코무스케익,70,225.08,21.54,4.31,14,삼립식품
카페.초코무스케익,70,242.39,23.2,4.64,15.08,삼립식품
카페.레어치즈케익,70,217.54,17.23,4.31,15.08,삼립식품
카페.레어치즈케익,70,253.79,20.1,5.03,17.59,삼립식품
카페.티라미스케익,70,221.85,19.38,5.38,14,삼립식품
카페.티라미스케익,70,221.85,19.38,5.38,14,삼립식품
카페.라즈베리무스케익,70,201.38,20.46,4.31,12.92,삼립식품
카페.라즈베리무스케익,70,201.38,20.46,4.31,12.92,삼립식품
루피와친구들의초코롤케익,70,280,44.15,4.31,10.77,삼립식품
루피와친구들의초코롤케익,70,245,38.63,3.77,9.42,삼립식품
Zoro햄&콘샐러드팡,70,285.38,33.38,4.31,16.15,삼립식품
Zoro햄&콘샐러드팡,70,235.02,27.49,3.55,13.3,삼립식품
FRAnKY칠리불고기팡,70,258.46,45.23,6.46,6.46,삼립식품
FRAnKY칠리불고기팡,70,201.03,35.18,5.03,5.03,삼립식품
마메이드뉴욕치즈케익,70,193.85,14,4.31,15.08,삼립식품
마메이드뉴욕치즈케익,70,233.95,16.9,5.2,18.2,삼립식품
마메이드초코티라미스케익,70,204.62,15.08,3.23,14,삼립식품
마메이드초코티라미스케익,70,260.42,19.19,4.11,17.82,삼립식품
마메이드초코치즈케익,70,247.69,21.54,3.23,17.23,삼립식품
마메이드초코치즈케익,70,279.65,24.32,3.65,19.45,삼립식품
마메이드패션무스케익,70,226.15,20.46,3.23,15.08,삼립식품
마메이드패션무스케익,70,243.55,22.04,3.48,16.24,삼립식품
마메이드스위트고구마케익,70,242.31,37.69,2.15,9.69,삼립식품
마메이드스위트고구마케익,70,235.58,36.65,2.09,9.42,삼립식품
마메이드까망베르크림치즈케익,70,199.23,17.23,5.38,12.92,삼립식품
마메이드까망베르크림치즈케익,70,224.94,19.45,6.08,14.59,삼립식품
도라야끼명작밤.통단팥,70,189.54,38.77,3.23,2.26,삼립식품
도라야끼명작밤.통단팥,70,221.13,45.23,3.77,2.64,삼립식품
햄을꽉잡은할리피뇨롱스틱,70,285.38,43.08,7.54,9.69,삼립식품
햄을꽉잡은할리피뇨롱스틱,70,221.97,33.5,5.86,7.54,삼립식품
촉촉한월넛메이플팡,70,285.38,39.85,5.38,11.85,삼립식품
촉촉한월넛메이플팡,70,266.36,37.19,5.03,11.06,삼립식품
땅콩호떡,70,180.92,33.38,3.23,3.98,삼립식품
땅콩호떡,70,222.19,41,3.97,4.89,삼립식품
미니생크림파운드,70,327.38,36.62,4.31,19.38,삼립식품
미니생크림파운드,70,318.29,35.6,4.19,18.85,삼립식품
명품三色만쥬,70,199.23,40.92,4.31,2.48,삼립식품
명품三色만쥬,70,211.31,43.4,4.57,2.63,삼립식품
카라멜향가득한눈꽃팡,70,220.77,35.54,4.31,7.54,삼립식품
카라멜향가득한눈꽃팡,70,257.56,41.46,5.03,8.79,삼립식품
생생야채고로케,70,236.92,28,5.38,11.85,삼립식품
생생야채고로케,70,221.13,26.13,5.03,11.06,삼립식품
준현이의통단팥호빵,70,249.85,51.69,6.46,2.69,삼립식품
준현이의통단팥호빵,70,194.32,40.21,5.03,2.09,삼립식품
에이스의매콤소시지빵,70,247.69,26.92,6.46,12.92,삼립식품
에이스의매콤소시지빵,70,247.69,26.92,6.46,12.92,삼립식품
우아한미니치즈스틱후레쉬팡,70,256.31,42,4.31,8.62,삼립식품
우아한미니치즈스틱후레쉬팡,70,239.22,39.2,4.02,8.04,삼립식품
촉촉한미니후레쉬밀크팡,70,285.38,46.31,5.38,8.62,삼립식품
촉촉한미니후레쉬밀크팡,70,237.82,38.59,4.49,7.18,삼립식품
피자호빵,70,226.15,36.62,8.62,5.38,삼립식품
피자호빵,70,175.9,28.48,6.7,4.19,삼립식품
팡찌니야채,70,218.62,36.62,8.62,4.52,삼립식품
팡찌니야채,70,170.03,28.48,6.7,3.52,삼립식품
팡찌니멕시칸칠리타코,70,232.62,42,6.46,5.28,삼립식품
팡찌니멕시칸칠리타코,70,180.92,32.67,5.03,4.1,삼립식품
준현이의단팥피자호빵(피자),70,226.15,36.62,8.62,5.38,삼립식품
준현이의단팥피자호빵(피자),70,175.9,28.48,6.7,4.19,삼립식품
남자가먹는복분자단팥호빵,70,192.65,40.21,5.03,1.84,삼립식품
여가자찾는식이섬유단호박호빵,70,257.38,51.69,6.46,2.91,삼립식품
여가자찾는식이섬유단호박호빵,70,200.19,40.21,5.03,2.26,삼립식품
샤니팡찌니속이알찬단팥피자(단팥),70,246.62,51.69,5.38,2.05,삼립식품
샤니팡찌니속이알찬단팥피자(단팥),70,191.81,40.21,4.19,1.59,삼립식품
깜파뉴,70,348.92,73.23,10.77,1.62,삼립식품
깜파뉴,70,162.83,34.17,5.03,0.75,삼립식품
허브포카치아,70,157.23,32.31,5.38,1.18,삼립식품
허브포카치아,70,166.76,34.27,5.71,1.26,삼립식품
로얄데니쉬체리필드,70,205.69,26.92,4.31,9.69,삼립식품
로얄데니쉬체리필드,70,205.69,26.92,4.31,9.69,삼립식품
호밀검은깨호빵,70,281.08,56,7.54,3.98,삼립식품
호밀검은깨호빵,70,207.11,41.26,5.55,2.94,삼립식품
아이리스와터검니의초코파운드,70,280,38.77,3.23,11.85,삼립식품
아이리스와터검니의초코파운드,70,280,38.77,3.23,11.85,삼립식품
밤&호박명인월병,70,206.77,39.85,3.23,4.2,삼립식품
밤&호박명인월병,70,249.55,48.09,3.9,5.07,삼립식품
담백미소프트,70,174.46,33.38,4.31,2.91,삼립식품
담백미소프트,70,193.85,37.09,4.79,3.23,삼립식품
담백미찰옥수수,70,163.69,31.23,4.31,2.58,삼립식품
담백미찰옥수수,70,184.81,35.26,4.86,2.92,삼립식품
김준현이좋아하는옛날꿀호떡,70,173.38,34.46,3.23,2.91,삼립식품
김준현이좋아하는옛날꿀호떡,70,212.93,42.32,3.97,3.57,삼립식품
김준현이좋아하는요요꿀호떡,70,213.23,43.08,3.23,3.34,삼립식품
김준현이좋아하는요요꿀호떡,70,210.23,42.47,3.19,3.29,삼립식품
맛있는요요꿀호떡,70,213.23,43.08,3.23,3.34,삼립식품
맛있는요요꿀호떡,70,210.23,42.47,3.19,3.29,삼립식품
샤니팡찌니속이알찬단팥고구마(단팥),70,248.77,51.69,6.46,2.37,삼립식품
샤니팡찌니속이알찬단팥고구마(단팥),70,193.49,40.21,5.03,1.84,삼립식품
샤니팡찌니속이알찬단팥고구마(고구마),70,242.31,50.62,5.38,2.37,삼립식품
샤니팡찌니속이알찬단팥고구마(고구마),70,188.46,39.37,4.19,1.84,삼립식품
샤니팡찌니속이알찬고구마,70,242.31,50.62,5.38,2.37,삼립식품
샤니팡찌니속이알찬고구마,70,188.46,39.37,4.19,1.84,삼립식품
천연발효종을넣어48시간숙성모카팡,70,247.69,38.77,4.31,8.62,삼립식품
천연발효종을넣어48시간숙성모카팡,70,247.69,38.77,4.31,8.62,삼립식품
천연발효종을넣어48시간숙성치즈팡,70,253.08,38.77,4.31,9.69,삼립식품
천연발효종을넣어48시간숙성치즈팡,70,253.08,38.77,4.31,9.69,삼립식품
갈릭소시지빵,70,296.15,31.23,6.46,16.15,삼립식품
갈릭소시지빵,70,259.13,27.33,5.65,14.13,삼립식품
단팥호빵,70,249.85,51.69,6.46,2.37,삼립식품
단팥호빵,70,194.32,40.21,5.03,1.84,삼립식품
통단팥호빵,70,249.85,51.69,6.46,2.69,삼립식품
통단팥호빵,70,194.32,40.21,5.03,2.09,삼립식품
인도치킨커리호빵,70,207.85,34.46,8.62,4.31,삼립식품
인도치킨커리호빵,70,153.15,25.39,6.35,3.17,삼립식품
미니초코후레쉬팡,70,274.62,42,5.38,8.62,삼립식품
미니초코후레쉬팡,70,246.45,37.69,4.83,7.73,삼립식품
우리밀통단팥호빵,70,278.92,58.15,6.46,2.37,삼립식품
우리밀통단팥호빵,70,195.25,40.71,4.52,1.66,삼립식품
팡찌니통단팥,70,264.92,54.92,6.46,2.48,삼립식품
팡찌니통단팥,70,195.21,40.47,4.76,1.82,삼립식품
우리밀통단팥혼합야채호빵(단팥),70,278.92,58.15,6.46,2.37,삼립식품
우리밀통단팥혼합야채호빵(단팥),70,195.25,40.71,4.52,1.66,삼립식품
우리밀통단팥혼합야채호빵(야채),70,230.46,36.62,9.69,5.28,삼립식품
우리밀통단팥혼합야채호빵(야채),70,161.32,25.63,6.78,3.69,삼립식품
우리집피자호빵,70,226.15,36.62,8.62,5.38,삼립식품
우리집피자호빵,70,175.9,28.48,6.7,4.19,삼립식품
듀얼까페라떼롤(까페라떼롤모카),70,141.08,21.54,2.15,5.38,삼립식품
듀얼까페라떼롤(까페라떼롤모카),70,246.88,37.69,3.77,9.42,삼립식품
듀얼까페라떼롤(까페라떼롤우유),70,143.23,21.54,2.15,5.38,삼립식품
듀얼까페라떼롤(까페라떼롤우유),70,250.65,37.69,3.77,9.42,삼립식품
Robin모카초코,70,280,45.23,4.31,8.62,삼립식품
Robin모카초코,70,245,39.58,3.77,7.54,삼립식품
준현이의단팥호빵,70,249.85,51.69,6.46,2.37,삼립식품
준현이의단팥호빵,70,194.32,40.21,5.03,1.84,삼립식품
준현이의단팥야채호빵(단팥),70,194.32,40.21,5.03,1.84,삼립식품
준현이의단팥야채호빵(야채),70,171.71,28.48,6.7,3.6,삼립식품
치킨카레호빵,70,210,36.62,8.62,3.55,삼립식품
치킨카레호빵,70,163.33,28.48,6.7,2.76,삼립식품
남자가먹는복분자단팥호빵,90,318.46,66.46,8.31,3.05,삼립식품
우리집단팥야채호빵(단팥),70,249.85,51.69,6.46,2.37,삼립식품
우리집단팥야채호빵(단팥),70,194.32,40.21,5.03,1.84,삼립식품
우리집단팥야채호빵(야채),70,220.77,36.62,8.62,4.63,삼립식품
우리집단팥야채호빵(야채),70,171.71,28.48,6.7,3.6,삼립식품
더블찰떡도넛,70,328.46,59.23,7.54,7.54,삼립식품
더블찰떡도넛,70,255.47,46.07,5.86,5.86,삼립식품
꼬마단팥호빵,70,222.92,46.31,5.38,2.15,삼립식품
꼬마단팥호빵,70,195.06,40.52,4.71,1.88,삼립식품
꼬마야채호빵,70,208.92,33.38,7.54,4.09,삼립식품
꼬마야채호빵,70,182.81,29.21,6.6,3.58,삼립식품
식이섬유단호박호빵,70,257.38,51.69,6.46,2.91,삼립식품
식이섬유단호박호빵,70,200.19,40.21,5.03,2.26,삼립식품
렌지pop통단팥호빵,70,264.92,54.92,6.46,2.48,삼립식품
렌지pop통단팥호빵,70,195.21,40.47,4.76,1.82,삼립식품
월병명가,70,247.69,46.31,4.31,5.38,삼립식품
월병명가,70,247.69,46.31,4.31,5.38,삼립식품
minAwk고구마패스츄리,70,253.08,26.92,4.31,9.69,삼립식품
minAwk고구마패스츄리,70,236.2,25.13,4.02,9.05,삼립식품
고구마호빵,70,229.38,48.46,4.31,2.26,삼립식품
고구마호빵,70,178.41,37.69,3.35,1.76,삼립식품
할리피뇨롱스틱,70,382.31,57.08,9.69,12.92,삼립식품
할리피뇨롱스틱,70,223.01,33.29,5.65,7.54,삼립식품
정통롤케익,70,285.38,47.38,5.38,8.62,삼립식품
정통롤케익,70,235.02,39.02,4.43,7.1,삼립식품
단팥슈크림,70,290.77,57.08,6.46,5.38,삼립식품
단팥슈크림,70,203.54,39.95,4.52,3.77,삼립식품
모카크림볼,70,306.92,40.92,4.31,15.08,삼립식품
모카크림볼,70,268.56,35.81,3.77,13.19,삼립식품
찰떡궁합찰떡쿵호떡쿵,70,285.38,54.92,5.38,5.06,삼립식품
찰떡궁합찰떡쿵호떡쿵,70,221.97,42.72,4.19,3.94,삼립식품
옛날소보루,70,333.85,53.85,5.38,11.85,삼립식품
옛날소보루,70,259.66,41.88,4.19,9.21,삼립식품
온가족이함께먹는팡찌니단팥,70,249.85,51.69,6.46,2.37,삼립식품
온가족이함께먹는팡찌니단팥,70,194.32,40.21,5.03,1.84,삼립식품
온가족이함께먹는팡찌니통단팥,70,249.85,51.69,6.46,2.69,삼립식품
온가족이함께먹는팡찌니통단팥,70,194.32,40.21,5.03,2.09,삼립식품
동글동글스위트케익볼미니,70,277.85,48.46,4.31,7.54,삼립식품
동글동글스위트케익볼미니,70,252.59,44.06,3.92,6.85,삼립식품
동글동글스위트케익볼,70,242.31,43.08,4.31,6.46,삼립식품
동글동글스위트케익볼,70,253.16,45.01,4.5,6.75,삼립식품
오리지널버터롤,70,248.77,46.31,5.38,4.95,삼립식품
오리지널버터롤,70,226.15,42.1,4.89,4.5,삼립식품
오리지널버터롤파티,70,248.77,46.31,5.38,4.95,삼립식품
오리지널버터롤파티,70,226.15,42.1,4.89,4.5,삼립식품
우리집땅콩소보루빵,70,236.92,40.92,4.31,6.46,삼립식품
우리집땅콩소보루빵,70,236.92,40.92,4.31,6.46,삼립식품
뉴잉글리쉬머핀,70,129.23,25.85,3.23,3.77,삼립식품
뉴잉글리쉬머핀,70,150.77,30.15,3.77,4.4,삼립식품
촉촉한후레쉬팡밀크,70,217.5,36,4,6,삼립식품
촉촉한후레쉬팡밀크,70,108.75,18,2,3,삼립식품
우유에빠진트위스트팡,70,229.69,34.27,3.65,8.75,삼립식품
우유에빠진트위스트팡,70,167.48,24.99,2.66,6.38,삼립식품
초코칩슈크림패스츄리,70,247.06,32.12,3.29,10.71,삼립식품
초코칩슈크림패스츄리,70,203.46,26.45,2.71,8.82,삼립식품
밀크카스타드팡,70,261.33,30.8,3.73,14,삼립식품
밀크카스타드팡,70,243.91,28.75,3.48,13.07,삼립식품
막걸리로발효시킨제빵의명가단팥빵,70,201.76,42,5.76,2.64,삼립식품
막걸리로발효시킨제빵의명가단팥빵,70,166.16,34.59,4.75,2.17,삼립식품
치즈버터롤,70,210,38.66,4.18,3.76,삼립식품
치즈버터롤,70,219.4,40.39,4.37,3.93,삼립식품
애플홀릭소프트,70,214.12,39.53,4.12,4.12,삼립식품
애플홀릭소프트,70,176.33,32.55,3.39,3.39,삼립식품
스트로베리소프트,70,216.85,35.76,3.04,6.85,삼립식품
스트로베리소프트,70,164.99,27.21,2.32,5.21,삼립식품
마메이드미니다크브라우니,70,70,11.2,0.93,4.11,삼립식품
마메이드미니다크브라우니,70,196,31.36,2.61,11.5,삼립식품
바바리안필드,70,232,31,4,11,삼립식품
바바리안필드,70,232,31,4,11,삼립식품
우리집꿀호떡,70,171.23,34.46,3.23,2.8,삼립식품
우리집꿀호떡,70,214.04,43.08,4.04,3.5,삼립식품
오리지널땅콩크림샌드,70,221.85,31.23,6.46,9.69,삼립식품
오리지널땅콩크림샌드,70,246.5,34.7,7.18,10.77,삼립식품
밤맛월병,70,306.92,59.23,4.31,6.46,삼립식품
밤맛월병,70,252.76,48.78,3.55,5.32,삼립식품
토니토니쵸파의촉촉한치즈케익,70,263.85,42,4.31,8.62,삼립식품
토니토니쵸파의촉촉한치즈케익,70,246.26,39.2,4.02,8.04,삼립식품
도라야끼명작사과,70,168,34.46,3.23,2.37,삼립식품
도라야끼명작사과,70,196,40.21,3.77,2.76,삼립식품
100%우리밀로만든생크림샌드,70,229.38,31.23,3.23,10.77,삼립식품
100%우리밀로만든생크림샌드,70,254.87,34.7,3.59,11.97,삼립식품
팡찌니핫치킨야채,70,212.15,37.69,6.46,4.2,삼립식품
팡찌니핫치킨야채,70,165.01,29.32,5.03,3.27,삼립식품
샤니팡찌니속이알찬단팥피자(피자),70,215.38,32.31,9.69,6.46,삼립식품
샤니팡찌니속이알찬단팥피자(피자),70,167.52,25.13,7.54,5.03,삼립식품
우리집단팥호빵,70,249.85,51.69,6.46,2.37,삼립식품
우리집단팥호빵,70,194.32,40.21,5.03,1.84,삼립식품
스위트콘브래드,70,333.85,54.92,6.46,9.69,삼립식품
스위트콘브래드,70,233.69,38.45,4.52,6.78,삼립식품
호두퐁당단팥빵미니,70,205.69,38.77,5.38,3.77,삼립식품
호두퐁당단팥빵미니,70,239.97,45.23,6.28,4.4,삼립식품
햅쌀로만든단팥호빵,70,248.77,51.69,6.46,2.37,삼립식품
햅쌀로만든단팥호빵,70,193.49,40.21,5.03,1.84,삼립식품
롱비스마르크플러스,70,328.46,43.08,6.46,16.15,삼립식품
롱비스마르크플러스,70,255.47,33.5,5.03,12.56,삼립식품
스위트롤케익클래식,70,228.31,35.54,4.31,7.54,삼립식품
스위트롤케익클래식,70,225.09,35.04,4.25,7.43,삼립식품
마끼아또팡,70,290.77,46.31,4.31,9.69,삼립식품
마끼아또팡,70,239.46,38.14,3.55,7.98,삼립식품
천연발효종을넣어29시간숙성단팥앙금팡,70,333.85,52.77,7.54,11.85,삼립식품
천연발효종을넣어29시간숙성단팥앙금팡,70,274.93,43.46,6.21,9.76,삼립식품
도라야끼통단팥,70,231.54,48.46,4.31,2.48,삼립식품
도라야끼통단팥,70,231.54,48.46,4.31,2.48,삼립식품
샤르르녹는슈크림빵,70,239.17,42,3.5,5.48,삼립식품
샤르르녹는슈크림빵,70,279.03,49,4.08,6.4,삼립식품
피넛소보루플러스,70,230.68,38.98,3.98,6.36,삼립식품
피넛소보루플러스,70,183.5,31,3.16,5.06,삼립식품
56시간부드러운熟숙,70,173.16,30.39,4.61,3.41,삼립식품
56시간부드러운熟숙,70,159.49,28,4.24,3.14,삼립식품
초코홀릭소프트,70,230.59,36.24,3.29,8.24,삼립식품
초코홀릭소프트,70,189.9,29.84,2.71,6.78,삼립식품
부드럽게먹는밀크샌드,70,316.62,45.23,4.31,14,삼립식품
부드럽게먹는밀크샌드,70,246.26,35.18,3.35,10.89,삼립식품
미니밀크후레쉬팡,70,263.85,43.08,5.38,8.62,삼립식품
미니밀크후레쉬팡,70,236.78,38.66,4.83,7.73,삼립식품
Mr.쉐프의삼각피자빵,70,193.85,28,3.23,7.54,삼립식품
Mr.쉐프의삼각피자빵,70,193.85,28,3.23,7.54,삼립식품
우리집야채호빵,70,220.77,36.62,8.62,4.63,삼립식품
우리집야채호빵,70,171.71,28.48,6.7,3.6,삼립식품
오리지널속이빵빵통단팥,70,253.08,51.69,6.46,2.15,삼립식품
오리지널속이빵빵통단팥,70,210.9,43.08,5.38,1.79,삼립식품
명인명작밀크카스테라,70,248.77,49.54,5.38,3.66,삼립식품
명인명작밀크카스테라,70,217.67,43.35,4.71,3.2,삼립식품
할라피뇨햄스틱,70,215.38,30.15,6.46,8.62,삼립식품
할라피뇨햄스틱,70,215.38,30.15,6.46,8.62,삼립식품
오리지널단팥빵,70,258.46,50.62,5.38,4.2,삼립식품
오리지널단팥빵,70,212.85,41.68,4.43,3.46,삼립식품
오리지널단팥크림빵,70,291.85,45.23,4.31,10.77,삼립식품
오리지널단팥크림빵,70,240.34,37.25,3.55,8.87,삼립식품
1964정통크림빵,70,288.62,42,4.31,11.85,삼립식품
1964정통크림빵,70,269.37,39.2,4.02,11.06,삼립식품
오리지널피넛크림빵,70,291.85,45.23,5.38,9.69,삼립식품
오리지널피넛크림빵,70,258.6,40.08,4.77,8.59,삼립식품
엄마의시크릿레시피생크림파운드미니,70,327.38,36.62,4.31,19.38,삼립식품
엄마의시크릿레시피생크림파운드미니,70,318.29,35.6,4.19,18.85,삼립식품
리얼다크브라우니,70,164.77,26.92,3.23,9.69,삼립식품
리얼다크브라우니,70,230.68,37.69,4.52,13.57,삼립식품
빙빙슈크림,70,280,46.31,5.38,8.62,삼립식품
빙빙슈크림,70,230.59,38.14,4.43,7.1,삼립식품
단팥도라야끼,70,189.54,38.77,3.23,2.26,삼립식품
단팥도라야끼,70,221.13,45.23,3.77,2.64,삼립식품
그물에갇힌햄패스츄리,70,285.38,30.15,5.38,16.15,삼립식품
그물에갇힌햄패스츄리,70,266.36,28.14,5.03,15.08,삼립식품
통호두호떡,100,407.69,61.54,7.69,15.38,삼립식품
통호두호떡,100,509.62,76.92,9.62,19.23,삼립식품
네모난호빵멕시칸칠리타코,70,229.38,42,6.46,5.06,삼립식품
네모난호빵멕시칸칠리타코,70,178.41,32.67,5.03,3.94,삼립식품
네모난호빵베샤멜치킨,70,220.77,39.85,6.46,4.52,삼립식품
네모난호빵베샤멜치킨,70,171.71,30.99,5.03,3.52,삼립식품
속이빵빵한통단팥,70,148.17,30.33,4.08,1.4,삼립식품
토스트를위해태어난식빵,70,202.78,33.58,6.48,4.73,삼립식품
토스트를위해태어난식빵,70,141.95,23.5,4.54,3.31,삼립식품
아침엔.밀크토스트,70,188.81,36.25,6.79,1.85,삼립식품
아침엔.밀크토스트,70,132.17,25.37,4.75,1.3,삼립식품
샤니참깨햄버거,70,192.33,36.68,6.97,1.97,삼립식품
샤니참깨햄버거,70,134.63,25.68,4.88,1.38,삼립식품
생크림파운드미니,70,315.32,38.2,4.22,16.18,삼립식품
생크림파운드미니,70,220.73,26.74,2.95,11.33,삼립식품
사또밥,30,52.1,5.05,0.48,3.31,삼양식품
왕짱구,30,46.5,5.7,0.6,2.4,삼양식품
짱구,30,46.5,5.7,0.6,2.4,삼양식품
별뽀빠이,30,40.5,6.6,0.6,1.26,삼양식품
사또밥,100,578.9,56.1,5.3,36.8,삼양식품
왕짱구,100,516.7,63.3,6.7,26.7,삼양식품
짱구,100,516.7,63.3,6.7,26.7,삼양식품
별뽀빠이,100,450,73.3,6.7,14,삼양식품
삼양라면,120,600,94.8,12,19.2,삼양식품
삼양라면,120,500,79,10,16,삼양식품
손수때릴타면,120,600,97.2,10.8,18,삼양식품
손수때릴타면,120,500,80,9,16,삼양식품
쇠고기면,120,594,96,12,18,삼양식품
쇠고기면,120,495,80,10,15,삼양식품
육개장,86,326.8,48.16,6.02,12.04,삼양식품
육개장,86,380,56,7,14,삼양식품
컵라면,80,382.4,55.68,5.44,15.28,삼양식품
컵라면,80,305.92,44.54,4.35,12.22,삼양식품
삼양큰컵,80,362.4,53.2,6.24,15.36,삼양식품
삼양큰컵,80,289.92,42.56,4.99,12.29,삼양식품
생우동,100,163,34.6,3.4,3,삼양식품
생우동,100,163,34.6,3.4,3,삼양식품
큰냄비우동,80,380,53.2,6.16,19.44,삼양식품
큰냄비우동,80,304,42.56,4.93,15.55,삼양식품
"과자,콘칩",30,151.2,21.15,1.8,6.69,삼양식품
"과자,콘칩",30,45.36,6.35,0.54,2.01,삼양식품
"과자,콘칩매운맛",30,147.3,21.15,1.71,6.12,삼양식품
"과자,콘칩매운맛",30,44.19,6.35,0.51,1.84,삼양식품
이마트맛승부(해물맛),120,505,78,10,17,삼양식품
이마트맛승부(해물맛),120,505,78,10,17,삼양식품
이마트볶음짜장,120,550.22,86.4,14.4,16.42,삼양식품
이마트하바네로라면,120,511.3,79.3,10.43,16.7,삼양식품
이마트하바네로라면,120,533.54,82.75,10.89,17.42,삼양식품
하이리빙파워라면,120,510,80,11,16,삼양식품
게살야채탕면,120,428.57,88.35,10.55,3.96,삼양식품
게살야채탕면,120,565.15,116.51,13.91,5.22,삼양식품
바지락칼국수,120,393.26,83.09,11.09,1.58,삼양식품
손칼국수,100,345,75,9,1,삼양식품
안튀긴면,120,408,87.6,12,1.2,삼양식품
안튀긴면,120,489.6,105.12,14.4,1.44,삼양식품
호해면,120,416.33,85.71,12.24,2.45,삼양식품
호해면,120,509.79,104.96,14.99,3,삼양식품
컵삼양라면,65,295,42,5,12,삼양식품
큰컵삼양라면,115,490,74,10,17,삼양식품
컵나가사끼짬뽕,80,295.36,41.34,5.89,11.84,삼양식품
큰컵나가사끼짬뽕,120,617.18,94.61,12.38,20.59,삼양식품
컵맛있는라면,80,280.64,41.34,4.93,10.82,삼양식품
큰컵맛있는라면,112,485,71,10,18,삼양식품
큰컵간짬뽕,80,252.93,35.97,5.5,9.73,삼양식품
큰컵불닭볶음면,120,582.91,86.4,12.38,20.59,삼양식품
하이리빙파워미니컵,80,356.92,50.46,6.15,14.77,삼양식품
하이리빙파워미니컵,80,439.29,62.11,7.57,18.18,삼양식품
이마트육개장,120,530.23,79.53,9.77,19.53,삼양식품
이마트육개장,120,739.86,110.98,13.63,27.26,삼양식품
이마트육개장컵,120,553.85,75.69,9.23,24,삼양식품
이마트육개장컵,120,1022.48,139.74,17.04,44.31,삼양식품
면왕500,120,642.53,95.33,11.09,24.34,삼양식품
삼양라면,120,600.05,94.75,11.95,19.15,삼양식품
손수때릴타면,100,412.5,67.5,7.5,12.5,삼양식품
쇠고기면,100,425,66.7,9.2,13.3,삼양식품
김치라면,120,505,79,11,16,삼양식품
나가사끼꽃게짬뽕,120,506.09,84.52,9.39,14.61,삼양식품
나가사끼꽃게짬뽕,120,528.09,88.2,9.8,15.24,삼양식품
맛있는라면,115,480,77,9,15,삼양식품
된장라면,120,495,78,10,16,삼양식품
쌀라면,120,500.87,77.22,12.52,15.65,삼양식품
쌀라면,120,522.65,80.57,13.07,16.33,삼양식품
해물짬뽕,120,495,78,10,16,삼양식품
해물짬뽕,120,495,78,10,16,삼양식품
포장마차얼큰한맛,120,485,78,10,15,삼양식품
포장마차얼큰한맛,120,485,78,10,15,삼양식품
장수면,120,495.65,78.26,10.43,15.65,삼양식품
장수면,120,517.2,81.66,10.89,16.33,삼양식품
돈사골탕면,120,505,79,13,15,삼양식품
돈사골탕면,120,505,79,13,15,삼양식품
얼큰특면,120,505.79,81.32,9.92,15.87,삼양식품
얼큰특면,120,501.61,80.65,9.83,15.74,삼양식품
사리면,120,641.52,98.21,11.81,22.32,삼양식품
간짬뽕,120,570.82,85.39,11.38,20.59,삼양식품
불닭볶음면,120,545.18,87.41,12.38,16.42,삼양식품
고추짜장,120,560.59,88.42,14.4,16.42,삼양식품
짜짜로니,120,591.41,85.39,11.38,22.61,삼양식품
열무비빔면,120,581.47,90.86,9.94,19.87,삼양식품
차오차이,120,480,71.08,11.08,16.62,삼양식품
차오차이,120,443.08,65.61,10.23,15.34,삼양식품
이마트맛승부(매운맛),120,500,79,10,16,삼양식품
이마트맛승부(매운맛),120,500,79,10,16,삼양식품
나가사끼짬뽕,120,594.72,100.22,12.53,16.27,삼양식품
삼양라면,100,416.7,65.8,8.3,13.3,삼양식품
손수때릴타면,100,412.5,67.5,7.5,12.5,삼양식품
쇠고기면,100,425,66.7,9.2,13.3,삼양식품
김치라면,120,505,79,11,16,삼양식품
사리면,100,445.5,68.2,8.2,15.5,삼양식품
짜짜로니,100,410.7,59.3,7.9,15.7,삼양식품
열무비빔면,100,403.8,63.1,6.9,13.8,삼양식품
간짬뽕,100,396.4,59.3,7.9,14.3,삼양식품
불닭볶음면,100,378.6,60.7,8.6,11.4,삼양식품
고추짜장,100,389.3,61.4,10,11.4,삼양식품
손칼국수,100,345,75,9,1,삼양식품
바지락칼국수,100,273.1,57.7,7.7,1.1,삼양식품
