id,name,serving_wt,kcal,carbo,protein,fat,company
11633,쇠고기면,100.0,425.0,66.7,9.2,13.3,삼양식품
11634,김치라면,120.0,505.0,79,11,16,삼양식품
11635,사리면,100.0,445.5,68.2,8.2,15.5,삼양식품
11636,짜짜로니,100.0,410.7,59.3,7.9,15.7,삼양식품
11637,열무비빔면,100.0,403.8,63.1,6.9,13.8,삼양식품
11638,간짬뽕,100.0,396.4,59.3,7.9,14.3,삼양식품
11639,불닭볶음면,100.0,378.6,60.7,8.6,11.4,삼양식품
11640,고추짜장,100.0,389.3,61.4,10,11.4,삼양식품
11641,손칼국수,100.0,345.0,75,9,1,삼양식품
11642,바지락칼국수,100.0,273.1,57.7,7.7,1.1,삼양식품
11643,맛있는라면,115.0,552.0,88.55,11.5,18.4,삼양식품
11644,포장마차우동얼큰한맛,120.0,495.0,80.04,9.96,15,삼양식품
11645,포장마차우동얼큰한맛,120.0,594.0,96.05,11.95,18,삼양식품
11646,나가사끼짬뽕,100.0,413.0,69.6,8.7,11.3,삼양식품
11647,나가사끼홍짬뽕,120.0,500.88,82.44,9.36,14.64,삼양식품
11648,나가사끼홍짬뽕,120.0,601.06,98.93,11.23,17.57,삼양식품
11649,한우특+뿔면,120.0,495.6,76.2,10.44,16.68,삼양식품
11650,한우특+뿔면,120.0,594.72,91.44,12.53,20.02,삼양식품
11651,토마토비비올레,120.0,465.6,76.8,7.68,14.4,삼양식품
11652,토마토비비올레,120.0,558.72,92.16,9.22,17.28,삼양식품
11653,된장라면,120.0,594.0,93.6,12,19.2,삼양식품
11654,부셔먹는라면스낵불닭,90.0,382.5,55.8,7.2,14.4,삼양식품
11655,부셔먹는라면스낵불닭,90.0,425.0,62,8,16,삼양식품
11656,이마트볶음짜장,100.0,382.1,60,10,11.4,삼양식품
11657,하바네로짬뽕,120.0,511.32,79.32,11.52,16.68,삼양식품
11658,하바네로짬뽕,120.0,613.58,95.18,13.82,20.02,삼양식품
11659,하이리빙파워라면,120.0,612.0,96,13.2,19.2,삼양식품
11660,컵삼양라면,65.0,191.75,27.3,3.25,7.8,삼양식품
11661,큰컵삼양라면,115.0,563.5,85.1,11.5,19.55,삼양식품
11662,컵나가사끼짬뽕,100.0,461.5,64.6,9.2,18.5,삼양식품
11663,큰컵나가사끼짬뽕,100.0,428.6,65.7,8.6,14.3,삼양식품
11664,컵맛있는라면,65.0,185.25,27.3,3.25,7.15,삼양식품
11665,큰컵맛있는라면,112.0,543.2,79.52,11.2,20.16,삼양식품
11666,육개장,100.0,441.9,65.1,8.1,16.3,삼양식품
11667,큰컵간짬뽕,100.0,395.2,56.2,8.6,15.2,삼양식품
11668,컵불닭볶음면,120.0,480.0,72,10.32,17.16,삼양식품
11669,컵불닭볶음면,120.0,576.0,86.4,12.38,20.59,삼양식품
11670,큰컵불닭볶음면,100.0,404.8,60,8.6,14.3,삼양식품
11671,큰컵유부우동,80.0,338.16,53.84,5.84,10.88,삼양식품
11672,큰컵유부우동,80.0,270.53,43.07,4.67,8.7,삼양식품
11673,큰컵짜짜로니,120.0,480.0,69.72,11.4,17.16,삼양식품
11674,큰컵짜짜로니,120.0,576.0,83.66,13.68,20.59,삼양식품
11675,국물자작치즈커리,80.0,356.96,51.68,7.36,13.52,삼양식품
11676,국물자작치즈커리,80.0,285.57,41.34,5.89,10.82,삼양식품
11677,국물자작라볶이,80.0,332.32,54.16,7.36,9.84,삼양식품
11678,국물자작라볶이,80.0,265.86,43.33,5.89,7.87,삼양식품
11679,도전!하바네로컵짜장,80.0,332.32,54.16,8.64,8.64,삼양식품
11680,도전!하바네로컵짜장,80.0,265.86,43.33,6.91,6.91,삼양식품
11681,면왕500,100.0,446.2,66.2,7.7,16.9,삼양식품
11682,CU해물탕컵,80.0,335.2,51.04,6.88,11.44,삼양식품
11683,CU해물탕컵,80.0,268.16,40.83,5.5,9.15,삼양식품
11684,강릉교동반점짬뽕,120.0,512.76,78.6,9.84,17.4,삼양식품
11685,강릉교동반점짬뽕,120.0,615.31,94.32,11.81,20.88,삼양식품
11686,수타면,120.0,500.44,81.15,9.99,15.1,삼양식품
11687,수타면,120.0,600.52,97.38,11.99,18.12,삼양식품
11688,대관령유기농우유,200.0,140.0,10,8,7.4,삼양식품
11689,대관령유기농우유,200.0,280.0,20,16,14.8,삼양식품
11690,대관령목장유기우유,200.0,120.0,10,6,6,삼양식품
11691,대관령목장유기우유,200.0,240.0,20,12,12,삼양식품
11692,프라임엘골드하루1000병귀한우유,200.0,120.0,10,6,6.4,삼양식품
11693,프라임엘골드하루1000병귀한우유,200.0,240.0,20,12,12.8,삼양식품
11694,대관령단일목장우유,200.0,130.0,10,6,7.4,삼양식품
11695,대관령단일목장우유,200.0,260.0,20,12,14.8,삼양식품
11696,목장우유,200.0,130.0,8,6,7.8,삼양식품
11697,목장우유,200.0,260.0,16,12,15.6,삼양식품
11698,강원대관령우유,200.0,130.0,10,6,7.8,삼양식품
11699,강원대관령우유,200.0,260.0,20,12,15.6,삼양식품
11700,후레쉬우유,200.0,130.0,10,6,7,삼양식품
11701,후레쉬우유,200.0,260.0,20,12,14,삼양식품
11702,대관령고원우유,200.0,130.0,10,6,7.4,삼양식품
11703,대관령고원우유,200.0,260.0,20,12,14.8,삼양식품
11704,강원도산원유로만든강원우유,200.0,130.0,10,6,7.4,삼양식품
11705,강원도산원유로만든강원우유,200.0,260.0,20,12,14.8,삼양식품
11706,삼양우유,200.0,130.0,10,6,7.4,삼양식품
11707,삼양우유,200.0,260.0,20,12,14.8,삼양식품
11708,아침&후레쉬우유,200.0,130.0,10,6,7.4,삼양식품
11709,아침&후레쉬우유,200.0,260.0,20,12,14.8,삼양식품
11710,제주우유,200.0,120.0,10,6,6.8,삼양식품
11711,제주우유,200.0,240.0,20,12,13.6,삼양식품
11712,제주의마음,200.0,120.0,10,6,6.6,삼양식품
11713,제주의마음,200.0,240.0,20,12,13.2,삼양식품
11714,유기농성이시돌목장우유,200.0,120.0,10,6,6.6,삼양식품
11715,유기농성이시돌목장우유,200.0,240.0,20,12,13.2,삼양식품
11716,제주의아침내츄럴우유,200.0,120.0,10,6,6.6,삼양식품
11717,제주의아침내츄럴우유,200.0,240.0,20,12,13.2,삼양식품
11718,제주방목우유,200.0,120.0,10,6,6.6,삼양식품
11719,제주방목우유,200.0,240.0,20,12,13.2,삼양식품
11720,유기농자연그대로우유,200.0,120.0,10,6,6.6,삼양식품
11721,유기농자연그대로우유,200.0,240.0,20,12,13.2,삼양식품
11722,SSGMILK,200.0,120.0,10,6,6.6,삼양식품
11723,SSGMILK,200.0,240.0,20,12,13.2,삼양식품
11724,제주도푸른자연을담은유기농우유,200.0,120.0,10,6,6.6,삼양식품
11725,제주도푸른자연을담은유기농우유,200.0,240.0,20,12,13.2,삼양식품
11726,제주맑은우유,200.0,120.0,10,6,6.6,삼양식품
11727,제주맑은우유,200.0,240.0,20,12,13.2,삼양식품
11728,대관령저지방밸런스,200.0,80.0,10,6,2,삼양식품
11729,대관령저지방밸런스,200.0,160.0,20,12,4,삼양식품
11730,아침&저지방우유,200.0,80.0,10,6,2,삼양식품
11731,아침&저지방우유,200.0,160.0,20,12,4,삼양식품
11732,삼양저지방우유,200.0,80.0,10,6,2,삼양식품
11733,삼양저지방우유,200.0,160.0,20,12,4,삼양식품
11734,에코그린캠퍼스하이바나나,200.0,130.0,18,4,5,삼양식품
11735,에코그린캠퍼스하이바나나,200.0,260.0,36,8,10,삼양식품
11736,아침&바나나우유,200.0,130.0,18,4,5,삼양식품
11737,아침&바나나우유,200.0,260.0,36,8,10,삼양식품
11738,에코그린캠퍼스하이베리,200.0,130.0,20,4,3.6,삼양식품
11739,에코그린캠퍼스하이베리,200.0,260.0,40,8,7.2,삼양식품
11740,아침&딸기우유,200.0,130.0,20,4,3.6,삼양식품
11741,아침&딸기우유,200.0,260.0,40,8,7.2,삼양식품
11742,에코그린캠퍼스하이초코,200.0,110.0,22,4,1,삼양식품
11743,에코그린캠퍼스하이초코,200.0,220.0,44,8,2,삼양식품
11744,아침&초코우유,200.0,110.0,22,4,1,삼양식품
11745,아침&초코우유,200.0,220.0,44,8,2,삼양식품
11746,아침&커피우유,200.0,110.0,16,2,4,삼양식품
11747,아침&커피우유,200.0,220.0,32,4,8,삼양식품
11748,바나나홀릭,200.0,130.0,18,4,5,삼양식품
11749,바나나홀릭,200.0,260.0,36,8,10,삼양식품
11750,요거트딸기,100.0,105.0,18,4,2,삼양식품
11751,요거트딸기,100.0,105.0,18,4,2,삼양식품
11752,요거트복숭아,100.0,105.0,18,4,2,삼양식품
11753,요거트복숭아,100.0,105.0,18,4,2,삼양식품
11754,더건강한파스퇴르요거트플레인,100.0,95.0,13,5,2.5,삼양식품
11755,더건강한파스퇴르요거트플레인,100.0,95.0,13,5,2.5,삼양식품
11756,더건강한파스퇴르요거트딸기,100.0,110.0,19,4,2,삼양식품
11757,더건강한파스퇴르요거트딸기,100.0,110.0,19,4,2,삼양식품
11758,더건강한파스퇴르요거트복숭아,100.0,110.0,19,4,2,삼양식품
11759,더건강한파스퇴르요거트복숭아,100.0,110.0,19,4,2,삼양식품
11760,삼양대관령요구르트,100.0,70.0,17,1,0,삼양식품
11761,삼양대관령요구르트,100.0,70.0,17,1,0,삼양식품
11762,제주슈레드모짜렐라치즈,20.0,64.0,0.6,4.6,4.8,삼양식품
11763,제주슈레드모짜렐라치즈,20.0,12.8,0.12,0.92,0.96,삼양식품
11764,밀크릿,10.0,35.0,7,1.5,0.3,서울우유
11765,밀크릿,10.0,3.5,0.7,0.15,0.03,서울우유
11766,밀크캔디,10.0,34.5,7,1.5,0.4,서울우유
11767,밀크캔디,10.0,3.45,0.7,0.15,0.04,서울우유
11768,츄잉밀크플레인,10.0,36.0,8,1.5,0.4,서울우유
11769,츄잉밀크플레인,10.0,3.6,0.8,0.15,0.04,서울우유
11770,츄잉밀크딸기,10.0,36.0,8,1.5,0.4,서울우유
11771,츄잉밀크딸기,10.0,3.6,0.8,0.15,0.04,서울우유
11772,츄잉밀크요거트,10.0,36.0,7,1,0.3,서울우유
11773,츄잉밀크요거트,10.0,3.6,0.7,0.1,0.03,서울우유
11774,서울우유엄마의사랑을담은사르르녹는아기요거트플레인,30.0,130.5,20.1,5.1,3.6,서울우유
11775,서울우유엄마의사랑을담은사르르녹는아기요거트플레인,30.0,39.15,6.03,1.53,1.08,서울우유
11776,서울우유엄마의사랑을담은사르르녹는아기요거트딸기,30.0,130.5,20.1,5.1,3.6,서울우유
11777,서울우유엄마의사랑을담은사르르녹는아기요거트딸기,30.0,39.15,6.03,1.53,1.08,서울우유
11778,"두유,원두밀",200.0,90.0,8,6,4,서울우유
11779,"두유,원두밀",200.0,180.0,16,12,8,서울우유
11780,"사과쥬스,라이브사과",200.0,90.0,22,0,0,서울우유
11781,"사과쥬스,라이브사과",200.0,180.0,44,0,0,서울우유
11782,"오렌지쥬스,라이브오렌지",200.0,100.0,24,0,0,서울우유
11783,"오렌지쥬스,라이브오렌지",200.0,200.0,48,0,0,서울우유
11784,"오렌지쥬스,아침에주스오렌지",200.0,100.0,24,2,0,서울우유
11785,"오렌지쥬스,아침에주스오렌지",200.0,200.0,48,4,0,서울우유
11786,"포도쥬스,라이브포도",200.0,100.0,24,0,0,서울우유
11787,"포도쥬스,라이브포도",200.0,200.0,48,0,0,서울우유
11788,"포도쥬스,아침에주스포도",200.0,110.0,28,0,0,서울우유
11789,"포도쥬스,아침에주스포도",200.0,220.0,56,0,0,서울우유
11790,"조제분유,전지분유",100.0,495.0,38,25,27,서울우유
11791,"조제분유,전지분유",100.0,495.0,38,25,27,서울우유
11792,탈지분유,100.0,355.0,52,35,1,서울우유
11793,탈지분유,100.0,355.0,52,35,1,서울우유
11794,연유,200.0,680.0,114,16,18,서울우유
11795,연유,200.0,1360.0,228,32,36,서울우유
11796,"우유,고지방우유",200.0,150.0,10,6,10,서울우유
11797,"우유,고지방우유",200.0,300.0,20,12,20,서울우유
11798,"우유,고칼슘우유",200.0,126.0,9,6,7.4,서울우유
11799,"우유,고칼슘우유",200.0,252.0,18,12,14.8,서울우유
11800,"우유,디아망우유",200.0,140.0,10,6,8,서울우유
11801,"우유,디아망우유",200.0,280.0,20,12,16,서울우유
11802,"우유,앙팡우유",200.0,140.0,10,6,8,서울우유
11803,"우유,앙팡우유",200.0,280.0,20,12,16,서울우유
11804,"우유,우유",200.0,126.0,9,6,7.4,서울우유
11805,"우유,우유",200.0,252.0,18,12,14.8,서울우유
11806,"우유,저지방우유",200.0,80.0,9,6,2,서울우유
11807,"우유,저지방우유",200.0,160.0,18,12,4,서울우유
11808,"우유,홈밀크우유",200.0,140.0,10,6,8,서울우유
11809,"우유,홈밀크우유",200.0,280.0,20,12,16,서울우유
11810,"우유,딸기멸균우유",200.0,118.0,18.6,4.4,2.8,서울우유
11811,"우유,딸기멸균우유",200.0,236.0,37.2,8.8,5.6,서울우유
11812,"우유,딸기우유",200.0,126.0,20.6,4.6,2.8,서울우유
11813,"우유,딸기우유",200.0,252.0,41.2,9.2,5.6,서울우유
11814,"우유,락토우유",200.0,126.0,9,6,7.4,서울우유
11815,"우유,락토우유",200.0,252.0,18,12,14.8,서울우유
11816,"우유,쵸코우유",200.0,120.0,19.6,4.6,2.6,서울우유
11817,"우유,쵸코우유",200.0,240.0,39.2,9.2,5.2,서울우유
11818,"우유,쵸키",200.0,120.0,22,4,2,서울우유
11819,"우유,쵸키",200.0,240.0,44,8,4,서울우유
11820,"우유,커피우유",200.0,122.0,6.6,4.6,3.4,서울우유
11821,"우유,커피우유",200.0,244.0,13.2,9.2,6.8,서울우유
11822,"우유,현미우유",200.0,120.0,16,4,4,서울우유
11823,"우유,현미우유",200.0,240.0,32,8,8,서울우유
11824,"가공치즈,앙팡치즈",20.0,66.0,0.2,3.8,5.6,서울우유
11825,"가공치즈,앙팡치즈",20.0,13.2,0.04,0.76,1.12,서울우유
11826,"가공치즈,푸르네치즈(시금치)",20.0,67.0,0.2,4,5.6,서울우유
11827,"가공치즈,푸르네치즈(시금치)",20.0,13.4,0.04,0.8,1.12,서울우유
11828,가공치즈(블랙),20.0,71.4,0.2,4.2,5.4,서울우유
11829,가공치즈(블랙),20.0,14.28,0.04,0.84,1.08,서울우유
11830,"가공치즈,고칼슘푸르네치즈당근",20.0,59.2,0.2,3.8,4.8,서울우유
11831,"가공치즈,고칼슘푸르네치즈당근",20.0,11.84,0.04,0.76,0.96,서울우유
11832,"가공치즈,고칼슘푸르네치즈시금치",20.0,59.2,0.2,3.8,4.8,서울우유
11833,"가공치즈,고칼슘푸르네치즈시금치",20.0,11.84,0.04,0.76,0.96,서울우유
11834,"치즈,어린이치즈앙팡",20.0,61.0,0.2,3.8,5.2,서울우유
11835,"치즈,어린이치즈앙팡",20.0,12.2,0.04,0.76,1.04,서울우유
11836,"치즈,크림치즈(플레인)",20.0,52.6,0.2,4.6,4.6,서울우유
11837,"치즈,크림치즈(플레인)",20.0,10.52,0.04,0.92,0.92,서울우유
11838,"치즈,모짜렐라치즈(블랙)",20.0,55.4,0.44,4,4.2,서울우유
11839,"치즈,모짜렐라치즈(블랙)",20.0,11.08,0.09,0.8,0.84,서울우유
11840,"치즈,모짜렐라치즈(슈레드)",20.0,58.0,0.44,4.2,4.4,서울우유
11841,"치즈,모짜렐라치즈(슈레드)",20.0,11.6,0.09,0.84,0.88,서울우유
11842,체다슬라이스치즈,20.0,61.0,0.2,3.8,5,서울우유
11843,체다슬라이스치즈,20.0,12.2,0.04,0.76,1,서울우유
11844,체다슬라이스치즈F,20.0,61.0,0.2,3.8,5,서울우유
11845,체다슬라이스치즈F,20.0,12.2,0.04,0.76,1,서울우유
11846,버터,100.0,755.0,1,1,83,서울우유
11847,버터,100.0,755.0,1,1,83,서울우유
11848,"버터,가염버터",100.0,755.0,1,1,83,서울우유
11849,"버터,가염버터",100.0,755.0,1,1,83,서울우유
11850,"버터,마늘버터",100.0,745.0,1,1,82,서울우유
11851,"버터,마늘버터",100.0,745.0,1,1,82,서울우유
11852,"버터,무염버터",100.0,755.0,1,1,83,서울우유
11853,"버터,무염버터",100.0,755.0,1,1,83,서울우유
11854,도토루더브렌디아메리카노,200.0,30.0,7.5,0,0,서울우유
11855,도토루더브렌디아메리카노,200.0,25.0,6.25,0,0,서울우유
11856,도토루더브렌디카라멜마끼야또,200.0,115.83,18.33,2.5,3.75,서울우유
11857,도토루더브렌디카라멜마끼야또,200.0,96.53,15.28,2.08,3.12,서울우유
11858,도토루더브렌디카페모카,200.0,115.0,17.5,2.5,3.83,서울우유
11859,도토루더브렌디카페모카,200.0,95.83,14.58,2.08,3.19,서울우유
11860,도토루더브렌디라떼,200.0,112.5,16.67,2.5,3.75,서울우유
11861,도토루더브렌디라떼,200.0,93.75,13.89,2.08,3.12,서울우유
11862,도토루커피핫블렌드,200.0,90.48,16.19,1.9,1.81,서울우유
11863,도토루커피핫블렌드,200.0,86.17,15.42,1.81,1.72,서울우유
11864,도토루커피아메리카노,200.0,28.57,7.62,0,0,서울우유
11865,도토루커피아메리카노,200.0,27.21,7.26,0,0,서울우유
11866,스타벅스커피에스프레소,200.0,105.0,15,2,4,서울우유
11867,스타벅스커피에스프레소,200.0,105.0,15,2,4,서울우유
11868,스타벅스블랙커피스윗다크블렌드,200.0,36.5,8,0,0.5,서울우유
11869,스타벅스블랙커피스윗다크블렌드,200.0,73.0,16,0,1,서울우유
11870,스페셜티카페라떼다크,200.0,116.4,16.8,2.4,4.4,서울우유
11871,스페셜티카페라떼다크,200.0,232.8,33.6,4.8,8.8,서울우유
11872,아침에주스오렌지,200.0,190.0,42,4,1,서울우유
11873,아침에주스오렌지,200.0,380.0,84,8,2,서울우유
11874,아침에주스사과,200.0,210.0,52,0,0,서울우유
11875,아침에주스사과,200.0,420.0,104,0,0,서울우유
11876,아침에주스포도,100.0,120.0,29,1,0,서울우유
11877,아침에주스제주감귤,200.0,200.0,48,2,0,서울우유
11878,아침에주스제주감귤,200.0,400.0,96,4,0,서울우유
11879,아침에주스마스터블랜딩애플망고&구아바,200.0,180.0,42,2,0,서울우유
11880,아침에주스마스터블랜딩애플망고&구아바,200.0,360.0,84,4,0,서울우유
11881,아침에주스마스터블랜딩아사이베리&아로니아,200.0,190.0,46,0,2,서울우유
11882,아침에주스마스터블랜딩아사이베리&아로니아,200.0,380.0,92,0,4,서울우유
11883,365유기농아침오렌지,200.0,180.0,40,4,0,서울우유
11884,365유기농아침오렌지,200.0,360.0,80,8,0,서울우유
11885,365유기농아침토마토,200.0,160.0,38,2,0,서울우유
11886,365유기농아침토마토,200.0,320.0,76,4,0,서울우유
11887,리이브포도,200.0,210.0,50,2,0,서울우유
11888,리이브포도,200.0,420.0,100,4,0,서울우유
11889,리이브사과,200.0,200.0,48,2,0,서울우유
11890,리이브사과,200.0,400.0,96,4,0,서울우유
11891,리이브제주감귤,200.0,170.0,42,0,0,서울우유
11892,리이브제주감귤,200.0,340.0,84,0,0,서울우유
11893,오렌지나무,200.0,150.0,38,0,0,서울우유
11894,오렌지나무,200.0,300.0,76,0,0,서울우유
11895,사과나무,200.0,150.0,38,0,0,서울우유
11896,사과나무,200.0,300.0,76,0,0,서울우유
11897,칼슘이가득한검은깨검은콩두유,200.0,290.0,30,10,14,서울우유
11898,칼슘이가득한검은깨검은콩두유,200.0,580.0,60,20,28,서울우유
11899,원두밀플러스,200.0,250.0,24,10,12,서울우유
11900,원두밀플러스,200.0,500.0,48,20,24,서울우유
11901,오두유검은콩,200.0,250.0,26,10,12,서울우유
11902,오두유검은콩,200.0,500.0,52,20,24,서울우유
11903,해피버블데이밀크,200.0,320.0,60,6,6,서울우유
11904,해피버블데이밀크,200.0,640.0,120,12,12,서울우유
11905,해피버블데이타로,200.0,460.0,72,6,16,서울우유
11906,해피버블데이타로,200.0,920.0,144,12,32,서울우유
11907,모히또,100.0,95.0,23,0,0,서울우유
11908,피나콜라다,200.0,190.0,46,0,0,서울우유
11909,피나콜라다,200.0,380.0,92,0,0,서울우유
11910,쉐이킹다이어트카카오,40.0,148.0,16,14.8,2.4,서울우유
11911,쉐이킹다이어트카카오,40.0,59.2,6.4,5.92,0.96,서울우유
11912,쉐이킹다이어트요거트,40.0,132.0,14.8,14.8,0.76,서울우유
11913,쉐이킹다이어트요거트,40.0,52.8,5.92,5.92,0.3,서울우유
11914,홈밀크,200.0,280.0,20,12,16,서울우유
11915,뼈에쏙쏙고칼슘우유,200.0,140.0,10,6,8,서울우유
11916,뼈에쏙쏙고칼슘우유,200.0,140.0,10,6,8,서울우유
11917,목장의신선함이살아있는우유,200.0,280.0,20,12,16,서울우유
11918,서울우유,200.0,280.0,20,12,16,서울우유
11919,서울우유,100.0,70.0,5,3,4,서울우유
11920,목장의신선함이살아있는우유,100.0,70.0,5,3,4,서울우유
11921,스타벅스밀크,200.0,130.0,10,6,6.6,서울우유
11922,스타벅스밀크,200.0,260.0,20,12,13.2,서울우유
11923,밀크마스터(,200.0,140.0,10,6,8,서울우유
11924,밀크마스터(,200.0,280.0,20,12,16,서울우유
11925,철원목장청정우유,200.0,140.0,10,6,8,서울우유
11926,철원목장청정우유,200.0,280.0,20,12,16,서울우유
11927,3651등급우유,200.0,140.0,10,6,8,서울우유
11928,3651등급우유,200.0,280.0,20,12,16,서울우유
11929,후레쉬밀크,200.0,140.0,10,6,8,서울우유
11930,후레쉬밀크,200.0,280.0,20,12,16,서울우유
11931,바리스타즈밀크,200.0,140.0,10,6,8,서울우유
11932,바리스타즈밀크,200.0,280.0,20,12,16,서울우유
11933,홈밀크,100.0,70.0,5,3,4,서울우유
11934,서울우유저지방우유,200.0,80.0,10,6,2,서울우유
