id,name,serving_wt,kcal,carbo,protein,fat,company
11284,도라야끼명작밤.통단팥,70.0,189.54,38.77,3.23,2.26,삼립식품
11285,도라야끼명작밤.통단팥,70.0,221.13,45.23,3.77,2.64,삼립식품
11286,햄을꽉잡은할리피뇨롱스틱,70.0,285.38,43.08,7.54,9.69,삼립식품
11287,햄을꽉잡은할리피뇨롱스틱,70.0,221.97,33.5,5.86,7.54,삼립식품
11288,촉촉한월넛메이플팡,70.0,285.38,39.85,5.38,11.85,삼립식품
11289,촉촉한월넛메이플팡,70.0,266.36,37.19,5.03,11.06,삼립식품
11290,땅콩호떡,70.0,180.92,33.38,3.23,3.98,삼립식품
11291,땅콩호떡,70.0,222.19,41,3.97,4.89,삼립식품
11292,미니생크림파운드,70.0,327.38,36.62,4.31,19.38,삼립식품
11293,미니생크림파운드,70.0,318.29,35.6,4.19,18.85,삼립식품
11294,명품三色만쥬,70.0,199.23,40.92,4.31,2.48,삼립식품
11295,명품三色만쥬,70.0,211.31,43.4,4.57,2.63,삼립식품
11296,카라멜향가득한눈꽃팡,70.0,220.77,35.54,4.31,7.54,삼립식품
11297,카라멜향가득한눈꽃팡,70.0,257.56,41.46,5.03,8.79,삼립식품
11298,생생야채고로케,70.0,236.92,28,5.38,11.85,삼립식품
11299,생생야채고로케,70.0,221.13,26.13,5.03,11.06,삼립식품
11300,준현이의통단팥호빵,70.0,249.85,51.69,6.46,2.69,삼립식품
11301,준현이의통단팥호빵,70.0,194.32,40.21,5.03,2.09,삼립식품
11302,에이스의매콤소시지빵,70.0,247.69,26.92,6.46,12.92,삼립식품
11303,에이스의매콤소시지빵,70.0,247.69,26.92,6.46,12.92,삼립식품
11304,우아한미니치즈스틱후레쉬팡,70.0,256.31,42,4.31,8.62,삼립식품
11305,우아한미니치즈스틱후레쉬팡,70.0,239.22,39.2,4.02,8.04,삼립식품
11306,촉촉한미니후레쉬밀크팡,70.0,285.38,46.31,5.38,8.62,삼립식품
11307,촉촉한미니후레쉬밀크팡,70.0,237.82,38.59,4.49,7.18,삼립식품
11308,피자호빵,70.0,226.15,36.62,8.62,5.38,삼립식품
11309,피자호빵,70.0,175.9,28.48,6.7,4.19,삼립식품
11310,팡찌니야채,70.0,218.62,36.62,8.62,4.52,삼립식품
11311,팡찌니야채,70.0,170.03,28.48,6.7,3.52,삼립식품
11312,팡찌니멕시칸칠리타코,70.0,232.62,42,6.46,5.28,삼립식품
11313,팡찌니멕시칸칠리타코,70.0,180.92,32.67,5.03,4.1,삼립식품
11314,준현이의단팥피자호빵(피자),70.0,226.15,36.62,8.62,5.38,삼립식품
11315,준현이의단팥피자호빵(피자),70.0,175.9,28.48,6.7,4.19,삼립식품
11316,남자가먹는복분자단팥호빵,70.0,192.65,40.21,5.03,1.84,삼립식품
11317,여가자찾는식이섬유단호박호빵,70.0,257.38,51.69,6.46,2.91,삼립식품
11318,여가자찾는식이섬유단호박호빵,70.0,200.19,40.21,5.03,2.26,삼립식품
11319,샤니팡찌니속이알찬단팥피자(단팥),70.0,246.62,51.69,5.38,2.05,삼립식품
11320,샤니팡찌니속이알찬단팥피자(단팥),70.0,191.81,40.21,4.19,1.59,삼립식품
11321,깜파뉴,70.0,348.92,73.23,10.77,1.62,삼립식품
11322,깜파뉴,70.0,162.83,34.17,5.03,0.75,삼립식품
11323,허브포카치아,70.0,157.23,32.31,5.38,1.18,삼립식품
11324,허브포카치아,70.0,166.76,34.27,5.71,1.26,삼립식품
11325,로얄데니쉬체리필드,70.0,205.69,26.92,4.31,9.69,삼립식품
11326,로얄데니쉬체리필드,70.0,205.69,26.92,4.31,9.69,삼립식품
11327,호밀검은깨호빵,70.0,281.08,56,7.54,3.98,삼립식품
11328,호밀검은깨호빵,70.0,207.11,41.26,5.55,2.94,삼립식품
11329,아이리스와터검니의초코파운드,70.0,280.0,38.77,3.23,11.85,삼립식품
11330,아이리스와터검니의초코파운드,70.0,280.0,38.77,3.23,11.85,삼립식품
11331,밤&호박명인월병,70.0,206.77,39.85,3.23,4.2,삼립식품
11332,밤&호박명인월병,70.0,249.55,48.09,3.9,5.07,삼립식품
11333,담백미소프트,70.0,174.46,33.38,4.31,2.91,삼립식품
11334,담백미소프트,70.0,193.85,37.09,4.79,3.23,삼립식품
11335,담백미찰옥수수,70.0,163.69,31.23,4.31,2.58,삼립식품
11336,담백미찰옥수수,70.0,184.81,35.26,4.86,2.92,삼립식품
11337,김준현이좋아하는옛날꿀호떡,70.0,173.38,34.46,3.23,2.91,삼립식품
11338,김준현이좋아하는옛날꿀호떡,70.0,212.93,42.32,3.97,3.57,삼립식품
11339,김준현이좋아하는요요꿀호떡,70.0,213.23,43.08,3.23,3.34,삼립식품
11340,김준현이좋아하는요요꿀호떡,70.0,210.23,42.47,3.19,3.29,삼립식품
11341,맛있는요요꿀호떡,70.0,213.23,43.08,3.23,3.34,삼립식품
11342,맛있는요요꿀호떡,70.0,210.23,42.47,3.19,3.29,삼립식품
11343,샤니팡찌니속이알찬단팥고구마(단팥),70.0,248.77,51.69,6.46,2.37,삼립식품
11344,샤니팡찌니속이알찬단팥고구마(단팥),70.0,193.49,40.21,5.03,1.84,삼립식품
11345,샤니팡찌니속이알찬단팥고구마(고구마),70.0,242.31,50.62,5.38,2.37,삼립식품
11346,샤니팡찌니속이알찬단팥고구마(고구마),70.0,188.46,39.37,4.19,1.84,삼립식품
11347,샤니팡찌니속이알찬고구마,70.0,242.31,50.62,5.38,2.37,삼립식품
11348,샤니팡찌니속이알찬고구마,70.0,188.46,39.37,4.19,1.84,삼립식품
11349,천연발효종을넣어48시간숙성모카팡,70.0,247.69,38.77,4.31,8.62,삼립식품
11350,천연발효종을넣어48시간숙성모카팡,70.0,247.69,38.77,4.31,8.62,삼립식품
11351,천연발효종을넣어48시간숙성치즈팡,70.0,253.08,38.77,4.31,9.69,삼립식품
11352,천연발효종을넣어48시간숙성치즈팡,70.0,253.08,38.77,4.31,9.69,삼립식품
11353,갈릭소시지빵,70.0,296.15,31.23,6.46,16.15,삼립식품
11354,갈릭소시지빵,70.0,259.13,27.33,5.65,14.13,삼립식품
11355,단팥호빵,70.0,249.85,51.69,6.46,2.37,삼립식품
11356,단팥호빵,70.0,194.32,40.21,5.03,1.84,삼립식품
11357,통단팥호빵,70.0,249.85,51.69,6.46,2.69,삼립식품
11358,통단팥호빵,70.0,194.32,40.21,5.03,2.09,삼립식품
11359,인도치킨커리호빵,70.0,207.85,34.46,8.62,4.31,삼립식품
11360,인도치킨커리호빵,70.0,153.15,25.39,6.35,3.17,삼립식품
11361,미니초코후레쉬팡,70.0,274.62,42,5.38,8.62,삼립식품
11362,미니초코후레쉬팡,70.0,246.45,37.69,4.83,7.73,삼립식품
11363,우리밀통단팥호빵,70.0,278.92,58.15,6.46,2.37,삼립식품
11364,우리밀통단팥호빵,70.0,195.25,40.71,4.52,1.66,삼립식품
11365,팡찌니통단팥,70.0,264.92,54.92,6.46,2.48,삼립식품
11366,팡찌니통단팥,70.0,195.21,40.47,4.76,1.82,삼립식품
11367,우리밀통단팥혼합야채호빵(단팥),70.0,278.92,58.15,6.46,2.37,삼립식품
11368,우리밀통단팥혼합야채호빵(단팥),70.0,195.25,40.71,4.52,1.66,삼립식품
11369,우리밀통단팥혼합야채호빵(야채),70.0,230.46,36.62,9.69,5.28,삼립식품
11370,우리밀통단팥혼합야채호빵(야채),70.0,161.32,25.63,6.78,3.69,삼립식품
11371,우리집피자호빵,70.0,226.15,36.62,8.62,5.38,삼립식품
11372,우리집피자호빵,70.0,175.9,28.48,6.7,4.19,삼립식품
11373,듀얼까페라떼롤(까페라떼롤모카),70.0,141.08,21.54,2.15,5.38,삼립식품
11374,듀얼까페라떼롤(까페라떼롤모카),70.0,246.88,37.69,3.77,9.42,삼립식품
11375,듀얼까페라떼롤(까페라떼롤우유),70.0,143.23,21.54,2.15,5.38,삼립식품
11376,듀얼까페라떼롤(까페라떼롤우유),70.0,250.65,37.69,3.77,9.42,삼립식품
11377,Robin모카초코,70.0,280.0,45.23,4.31,8.62,삼립식품
11378,Robin모카초코,70.0,245.0,39.58,3.77,7.54,삼립식품
11379,준현이의단팥호빵,70.0,249.85,51.69,6.46,2.37,삼립식품
11380,준현이의단팥호빵,70.0,194.32,40.21,5.03,1.84,삼립식품
11381,준현이의단팥야채호빵(단팥),70.0,194.32,40.21,5.03,1.84,삼립식품
11382,준현이의단팥야채호빵(야채),70.0,171.71,28.48,6.7,3.6,삼립식품
11383,치킨카레호빵,70.0,210.0,36.62,8.62,3.55,삼립식품
11384,치킨카레호빵,70.0,163.33,28.48,6.7,2.76,삼립식품
11385,남자가먹는복분자단팥호빵,90.0,318.46,66.46,8.31,3.05,삼립식품
11386,우리집단팥야채호빵(단팥),70.0,249.85,51.69,6.46,2.37,삼립식품
11387,우리집단팥야채호빵(단팥),70.0,194.32,40.21,5.03,1.84,삼립식품
11388,우리집단팥야채호빵(야채),70.0,220.77,36.62,8.62,4.63,삼립식품
11389,우리집단팥야채호빵(야채),70.0,171.71,28.48,6.7,3.6,삼립식품
11390,더블찰떡도넛,70.0,328.46,59.23,7.54,7.54,삼립식품
11391,더블찰떡도넛,70.0,255.47,46.07,5.86,5.86,삼립식품
11392,꼬마단팥호빵,70.0,222.92,46.31,5.38,2.15,삼립식품
11393,꼬마단팥호빵,70.0,195.06,40.52,4.71,1.88,삼립식품
11394,꼬마야채호빵,70.0,208.92,33.38,7.54,4.09,삼립식품
11395,꼬마야채호빵,70.0,182.81,29.21,6.6,3.58,삼립식품
11396,식이섬유단호박호빵,70.0,257.38,51.69,6.46,2.91,삼립식품
11397,식이섬유단호박호빵,70.0,200.19,40.21,5.03,2.26,삼립식품
11398,렌지pop통단팥호빵,70.0,264.92,54.92,6.46,2.48,삼립식품
11399,렌지pop통단팥호빵,70.0,195.21,40.47,4.76,1.82,삼립식품
11400,월병명가,70.0,247.69,46.31,4.31,5.38,삼립식품
11401,월병명가,70.0,247.69,46.31,4.31,5.38,삼립식품
11402,minAwk고구마패스츄리,70.0,253.08,26.92,4.31,9.69,삼립식품
11403,minAwk고구마패스츄리,70.0,236.2,25.13,4.02,9.05,삼립식품
11404,고구마호빵,70.0,229.38,48.46,4.31,2.26,삼립식품
11405,고구마호빵,70.0,178.41,37.69,3.35,1.76,삼립식품
11406,할리피뇨롱스틱,70.0,382.31,57.08,9.69,12.92,삼립식품
11407,할리피뇨롱스틱,70.0,223.01,33.29,5.65,7.54,삼립식품
11408,정통롤케익,70.0,285.38,47.38,5.38,8.62,삼립식품
11409,정통롤케익,70.0,235.02,39.02,4.43,7.1,삼립식품
11410,단팥슈크림,70.0,290.77,57.08,6.46,5.38,삼립식품
11411,단팥슈크림,70.0,203.54,39.95,4.52,3.77,삼립식품
11412,모카크림볼,70.0,306.92,40.92,4.31,15.08,삼립식품
11413,모카크림볼,70.0,268.56,35.81,3.77,13.19,삼립식품
11414,찰떡궁합찰떡쿵호떡쿵,70.0,285.38,54.92,5.38,5.06,삼립식품
11415,찰떡궁합찰떡쿵호떡쿵,70.0,221.97,42.72,4.19,3.94,삼립식품
11416,옛날소보루,70.0,333.85,53.85,5.38,11.85,삼립식품
11417,옛날소보루,70.0,259.66,41.88,4.19,9.21,삼립식품
11418,온가족이함께먹는팡찌니단팥,70.0,249.85,51.69,6.46,2.37,삼립식품
11419,온가족이함께먹는팡찌니단팥,70.0,194.32,40.21,5.03,1.84,삼립식품
11420,온가족이함께먹는팡찌니통단팥,70.0,249.85,51.69,6.46,2.69,삼립식품
11421,온가족이함께먹는팡찌니통단팥,70.0,194.32,40.21,5.03,2.09,삼립식품
11422,동글동글스위트케익볼미니,70.0,277.85,48.46,4.31,7.54,삼립식품
11423,동글동글스위트케익볼미니,70.0,252.59,44.06,3.92,6.85,삼립식품
11424,동글동글스위트케익볼,70.0,242.31,43.08,4.31,6.46,삼립식품
11425,동글동글스위트케익볼,70.0,253.16,45.01,4.5,6.75,삼립식품
11426,오리지널버터롤,70.0,248.77,46.31,5.38,4.95,삼립식품
11427,오리지널버터롤,70.0,226.15,42.1,4.89,4.5,삼립식품
11428,오리지널버터롤파티,70.0,248.77,46.31,5.38,4.95,삼립식품
11429,오리지널버터롤파티,70.0,226.15,42.1,4.89,4.5,삼립식품
11430,우리집땅콩소보루빵,70.0,236.92,40.92,4.31,6.46,삼립식품
11431,우리집땅콩소보루빵,70.0,236.92,40.92,4.31,6.46,삼립식품
11432,뉴잉글리쉬머핀,70.0,129.23,25.85,3.23,3.77,삼립식품
11433,뉴잉글리쉬머핀,70.0,150.77,30.15,3.77,4.4,삼립식품
11434,촉촉한후레쉬팡밀크,70.0,217.5,36,4,6,삼립식품
11435,촉촉한후레쉬팡밀크,70.0,108.75,18,2,3,삼립식품
11436,우유에빠진트위스트팡,70.0,229.69,34.27,3.65,8.75,삼립식품
11437,우유에빠진트위스트팡,70.0,167.48,24.99,2.66,6.38,삼립식품
11438,초코칩슈크림패스츄리,70.0,247.06,32.12,3.29,10.71,삼립식품
11439,초코칩슈크림패스츄리,70.0,203.46,26.45,2.71,8.82,삼립식품
11440,밀크카스타드팡,70.0,261.33,30.8,3.73,14,삼립식품
11441,밀크카스타드팡,70.0,243.91,28.75,3.48,13.07,삼립식품
11442,막걸리로발효시킨제빵의명가단팥빵,70.0,201.76,42,5.76,2.64,삼립식품
11443,막걸리로발효시킨제빵의명가단팥빵,70.0,166.16,34.59,4.75,2.17,삼립식품
11444,치즈버터롤,70.0,210.0,38.66,4.18,3.76,삼립식품
11445,치즈버터롤,70.0,219.4,40.39,4.37,3.93,삼립식품
11446,애플홀릭소프트,70.0,214.12,39.53,4.12,4.12,삼립식품
11447,애플홀릭소프트,70.0,176.33,32.55,3.39,3.39,삼립식품
11448,스트로베리소프트,70.0,216.85,35.76,3.04,6.85,삼립식품
11449,스트로베리소프트,70.0,164.99,27.21,2.32,5.21,삼립식품
11450,마메이드미니다크브라우니,70.0,70.0,11.2,0.93,4.11,삼립식품
11451,마메이드미니다크브라우니,70.0,196.0,31.36,2.61,11.5,삼립식품
11452,바바리안필드,70.0,232.0,31,4,11,삼립식품
11453,바바리안필드,70.0,232.0,31,4,11,삼립식품
11454,우리집꿀호떡,70.0,171.23,34.46,3.23,2.8,삼립식품
11455,우리집꿀호떡,70.0,214.04,43.08,4.04,3.5,삼립식품
11456,오리지널땅콩크림샌드,70.0,221.85,31.23,6.46,9.69,삼립식품
11457,오리지널땅콩크림샌드,70.0,246.5,34.7,7.18,10.77,삼립식품
11458,밤맛월병,70.0,306.92,59.23,4.31,6.46,삼립식품
11459,밤맛월병,70.0,252.76,48.78,3.55,5.32,삼립식품
11460,토니토니쵸파의촉촉한치즈케익,70.0,263.85,42,4.31,8.62,삼립식품
11461,토니토니쵸파의촉촉한치즈케익,70.0,246.26,39.2,4.02,8.04,삼립식품
11462,도라야끼명작사과,70.0,168.0,34.46,3.23,2.37,삼립식품
11463,도라야끼명작사과,70.0,196.0,40.21,3.77,2.76,삼립식품
11464,100%우리밀로만든생크림샌드,70.0,229.38,31.23,3.23,10.77,삼립식품
11465,100%우리밀로만든생크림샌드,70.0,254.87,34.7,3.59,11.97,삼립식품
11466,팡찌니핫치킨야채,70.0,212.15,37.69,6.46,4.2,삼립식품
11467,팡찌니핫치킨야채,70.0,165.01,29.32,5.03,3.27,삼립식품
11468,샤니팡찌니속이알찬단팥피자(피자),70.0,215.38,32.31,9.69,6.46,삼립식품
11469,샤니팡찌니속이알찬단팥피자(피자),70.0,167.52,25.13,7.54,5.03,삼립식품
11470,우리집단팥호빵,70.0,249.85,51.69,6.46,2.37,삼립식품
11471,우리집단팥호빵,70.0,194.32,40.21,5.03,1.84,삼립식품
11472,스위트콘브래드,70.0,333.85,54.92,6.46,9.69,삼립식품
11473,스위트콘브래드,70.0,233.69,38.45,4.52,6.78,삼립식품
11474,호두퐁당단팥빵미니,70.0,205.69,38.77,5.38,3.77,삼립식품
11475,호두퐁당단팥빵미니,70.0,239.97,45.23,6.28,4.4,삼립식품
11476,햅쌀로만든단팥호빵,70.0,248.77,51.69,6.46,2.37,삼립식품
11477,햅쌀로만든단팥호빵,70.0,193.49,40.21,5.03,1.84,삼립식품
11478,롱비스마르크플러스,70.0,328.46,43.08,6.46,16.15,삼립식품
11479,롱비스마르크플러스,70.0,255.47,33.5,5.03,12.56,삼립식품
11480,스위트롤케익클래식,70.0,228.31,35.54,4.31,7.54,삼립식품
11481,스위트롤케익클래식,70.0,225.09,35.04,4.25,7.43,삼립식품
11482,마끼아또팡,70.0,290.77,46.31,4.31,9.69,삼립식품
11483,마끼아또팡,70.0,239.46,38.14,3.55,7.98,삼립식품
11484,천연발효종을넣어29시간숙성단팥앙금팡,70.0,333.85,52.77,7.54,11.85,삼립식품
11485,천연발효종을넣어29시간숙성단팥앙금팡,70.0,274.93,43.46,6.21,9.76,삼립식품
11486,도라야끼통단팥,70.0,231.54,48.46,4.31,2.48,삼립식품
11487,도라야끼통단팥,70.0,231.54,48.46,4.31,2.48,삼립식품
11488,샤르르녹는슈크림빵,70.0,239.17,42,3.5,5.48,삼립식품
11489,샤르르녹는슈크림빵,70.0,279.03,49,4.08,6.4,삼립식품
11490,피넛소보루플러스,70.0,230.68,38.98,3.98,6.36,삼립식품
11491,피넛소보루플러스,70.0,183.5,31,3.16,5.06,삼립식품
11492,56시간부드러운熟숙,70.0,173.16,30.39,4.61,3.41,삼립식품
11493,56시간부드러운熟숙,70.0,159.49,28,4.24,3.14,삼립식품
11494,초코홀릭소프트,70.0,230.59,36.24,3.29,8.24,삼립식품
11495,초코홀릭소프트,70.0,189.9,29.84,2.71,6.78,삼립식품
11496,부드럽게먹는밀크샌드,70.0,316.62,45.23,4.31,14,삼립식품
11497,부드럽게먹는밀크샌드,70.0,246.26,35.18,3.35,10.89,삼립식품
11498,미니밀크후레쉬팡,70.0,263.85,43.08,5.38,8.62,삼립식품
11499,미니밀크후레쉬팡,70.0,236.78,38.66,4.83,7.73,삼립식품
11500,Mr.쉐프의삼각피자빵,70.0,193.85,28,3.23,7.54,삼립식품
11501,Mr.쉐프의삼각피자빵,70.0,193.85,28,3.23,7.54,삼립식품
11502,우리집야채호빵,70.0,220.77,36.62,8.62,4.63,삼립식품
11503,우리집야채호빵,70.0,171.71,28.48,6.7,3.6,삼립식품
11504,오리지널속이빵빵통단팥,70.0,253.08,51.69,6.46,2.15,삼립식품
11505,오리지널속이빵빵통단팥,70.0,210.9,43.08,5.38,1.79,삼립식품
11506,명인명작밀크카스테라,70.0,248.77,49.54,5.38,3.66,삼립식품
11507,명인명작밀크카스테라,70.0,217.67,43.35,4.71,3.2,삼립식품
11508,할라피뇨햄스틱,70.0,215.38,30.15,6.46,8.62,삼립식품
11509,할라피뇨햄스틱,70.0,215.38,30.15,6.46,8.62,삼립식품
11510,오리지널단팥빵,70.0,258.46,50.62,5.38,4.2,삼립식품
11511,오리지널단팥빵,70.0,212.85,41.68,4.43,3.46,삼립식품
11512,오리지널단팥크림빵,70.0,291.85,45.23,4.31,10.77,삼립식품
11513,오리지널단팥크림빵,70.0,240.34,37.25,3.55,8.87,삼립식품
11514,1964정통크림빵,70.0,288.62,42,4.31,11.85,삼립식품
11515,1964정통크림빵,70.0,269.37,39.2,4.02,11.06,삼립식품
11516,오리지널피넛크림빵,70.0,291.85,45.23,5.38,9.69,삼립식품
11517,오리지널피넛크림빵,70.0,258.6,40.08,4.77,8.59,삼립식품
11518,엄마의시크릿레시피생크림파운드미니,70.0,327.38,36.62,4.31,19.38,삼립식품
11519,엄마의시크릿레시피생크림파운드미니,70.0,318.29,35.6,4.19,18.85,삼립식품
11520,리얼다크브라우니,70.0,164.77,26.92,3.23,9.69,삼립식품
11521,리얼다크브라우니,70.0,230.68,37.69,4.52,13.57,삼립식품
11522,빙빙슈크림,70.0,280.0,46.31,5.38,8.62,삼립식품
11523,빙빙슈크림,70.0,230.59,38.14,4.43,7.1,삼립식품
11524,단팥도라야끼,70.0,189.54,38.77,3.23,2.26,삼립식품
11525,단팥도라야끼,70.0,221.13,45.23,3.77,2.64,삼립식품
11526,그물에갇힌햄패스츄리,70.0,285.38,30.15,5.38,16.15,삼립식품
11527,그물에갇힌햄패스츄리,70.0,266.36,28.14,5.03,15.08,삼립식품
11528,통호두호떡,100.0,407.69,61.54,7.69,15.38,삼립식품
11529,통호두호떡,100.0,509.62,76.92,9.62,19.23,삼립식품
11530,네모난호빵멕시칸칠리타코,70.0,229.38,42,6.46,5.06,삼립식품
11531,네모난호빵멕시칸칠리타코,70.0,178.41,32.67,5.03,3.94,삼립식품
11532,네모난호빵베샤멜치킨,70.0,220.77,39.85,6.46,4.52,삼립식품
11533,네모난호빵베샤멜치킨,70.0,171.71,30.99,5.03,3.52,삼립식품
11534,속이빵빵한통단팥,70.0,148.17,30.33,4.08,1.4,삼립식품
11535,토스트를위해태어난식빵,70.0,202.78,33.58,6.48,4.73,삼립식품
11536,토스트를위해태어난식빵,70.0,141.95,23.5,4.54,3.31,삼립식품
11537,아침엔.밀크토스트,70.0,188.81,36.25,6.79,1.85,삼립식품
11538,아침엔.밀크토스트,70.0,132.17,25.37,4.75,1.3,삼립식품
11539,샤니참깨햄버거,70.0,192.33,36.68,6.97,1.97,삼립식품
11540,샤니참깨햄버거,70.0,134.63,25.68,4.88,1.38,삼립식품
11541,생크림파운드미니,70.0,315.32,38.2,4.22,16.18,삼립식품
11542,생크림파운드미니,70.0,220.73,26.74,2.95,11.33,삼립식품
11543,사또밥,30.0,52.1,5.05,0.48,3.31,삼양식품
11544,왕짱구,30.0,46.5,5.7,0.6,2.4,삼양식품
11545,짱구,30.0,46.5,5.7,0.6,2.4,삼양식품
11546,별뽀빠이,30.0,40.5,6.6,0.6,1.26,삼양식품
11547,사또밥,100.0,578.9,56.1,5.3,36.8,삼양식품
11548,왕짱구,100.0,516.7,63.3,6.7,26.7,삼양식품
11549,짱구,100.0,516.7,63.3,6.7,26.7,삼양식품
11550,별뽀빠이,100.0,450.0,73.3,6.7,14,삼양식품
11551,삼양라면,120.0,600.0,94.8,12,19.2,삼양식품
11552,삼양라면,120.0,500.0,79,10,16,삼양식품
11553,손수때릴타면,120.0,600.0,97.2,10.8,18,삼양식품
11554,손수때릴타면,120.0,500.0,80,9,16,삼양식품
11555,쇠고기면,120.0,594.0,96,12,18,삼양식품
11556,쇠고기면,120.0,495.0,80,10,15,삼양식품
11557,육개장,86.0,326.8,48.16,6.02,12.04,삼양식품
11558,육개장,86.0,380.0,56,7,14,삼양식품
11559,컵라면,80.0,382.4,55.68,5.44,15.28,삼양식품
11560,컵라면,80.0,305.92,44.54,4.35,12.22,삼양식품
11561,삼양큰컵,80.0,362.4,53.2,6.24,15.36,삼양식품
11562,삼양큰컵,80.0,289.92,42.56,4.99,12.29,삼양식품
11563,생우동,100.0,163.0,34.6,3.4,3,삼양식품
11564,생우동,100.0,163.0,34.6,3.4,3,삼양식품
11565,큰냄비우동,80.0,380.0,53.2,6.16,19.44,삼양식품
11566,큰냄비우동,80.0,304.0,42.56,4.93,15.55,삼양식품
11567,"과자,콘칩",30.0,151.2,21.15,1.8,6.69,삼양식품
11568,"과자,콘칩",30.0,45.36,6.35,0.54,2.01,삼양식품
11569,"과자,콘칩매운맛",30.0,147.3,21.15,1.71,6.12,삼양식품
11570,"과자,콘칩매운맛",30.0,44.19,6.35,0.51,1.84,삼양식품
11571,이마트맛승부(해물맛),120.0,505.0,78,10,17,삼양식품
11572,이마트맛승부(해물맛),120.0,505.0,78,10,17,삼양식품
11573,이마트볶음짜장,120.0,550.22,86.4,14.4,16.42,삼양식품
11574,이마트하바네로라면,120.0,511.3,79.3,10.43,16.7,삼양식품
11575,이마트하바네로라면,120.0,533.54,82.75,10.89,17.42,삼양식품
11576,하이리빙파워라면,120.0,510.0,80,11,16,삼양식품
11577,게살야채탕면,120.0,428.57,88.35,10.55,3.96,삼양식품
11578,게살야채탕면,120.0,565.15,116.51,13.91,5.22,삼양식품
11579,바지락칼국수,120.0,393.26,83.09,11.09,1.58,삼양식품
11580,손칼국수,100.0,345.0,75,9,1,삼양식품
11581,안튀긴면,120.0,408.0,87.6,12,1.2,삼양식품
11582,안튀긴면,120.0,489.6,105.12,14.4,1.44,삼양식품
11583,호해면,120.0,416.33,85.71,12.24,2.45,삼양식품
11584,호해면,120.0,509.79,104.96,14.99,3,삼양식품
11585,컵삼양라면,65.0,295.0,42,5,12,삼양식품
11586,큰컵삼양라면,115.0,490.0,74,10,17,삼양식품
11587,컵나가사끼짬뽕,80.0,295.36,41.34,5.89,11.84,삼양식품
11588,큰컵나가사끼짬뽕,120.0,617.18,94.61,12.38,20.59,삼양식품
11589,컵맛있는라면,80.0,280.64,41.34,4.93,10.82,삼양식품
11590,큰컵맛있는라면,112.0,485.0,71,10,18,삼양식품
11591,큰컵간짬뽕,80.0,252.93,35.97,5.5,9.73,삼양식품
11592,큰컵불닭볶음면,120.0,582.91,86.4,12.38,20.59,삼양식품
11593,하이리빙파워미니컵,80.0,356.92,50.46,6.15,14.77,삼양식품
11594,하이리빙파워미니컵,80.0,439.29,62.11,7.57,18.18,삼양식품
11595,이마트육개장,120.0,530.23,79.53,9.77,19.53,삼양식품
11596,이마트육개장,120.0,739.86,110.98,13.63,27.26,삼양식품
11597,이마트육개장컵,120.0,553.85,75.69,9.23,24,삼양식품
11598,이마트육개장컵,120.0,1022.48,139.74,17.04,44.31,삼양식품
11599,면왕500,120.0,642.53,95.33,11.09,24.34,삼양식품
11600,삼양라면,120.0,600.05,94.75,11.95,19.15,삼양식품
11601,손수때릴타면,100.0,412.5,67.5,7.5,12.5,삼양식품
11602,쇠고기면,100.0,425.0,66.7,9.2,13.3,삼양식품
11603,김치라면,120.0,505.0,79,11,16,삼양식품
11604,나가사끼꽃게짬뽕,120.0,506.09,84.52,9.39,14.61,삼양식품
11605,나가사끼꽃게짬뽕,120.0,528.09,88.2,9.8,15.24,삼양식품
11606,맛있는라면,115.0,480.0,77,9,15,삼양식품
11607,된장라면,120.0,495.0,78,10,16,삼양식품
11608,쌀라면,120.0,500.87,77.22,12.52,15.65,삼양식품
11609,쌀라면,120.0,522.65,80.57,13.07,16.33,삼양식품
11610,해물짬뽕,120.0,495.0,78,10,16,삼양식품
11611,해물짬뽕,120.0,495.0,78,10,16,삼양식품
11612,포장마차얼큰한맛,120.0,485.0,78,10,15,삼양식품
11613,포장마차얼큰한맛,120.0,485.0,78,10,15,삼양식품
11614,장수면,120.0,495.65,78.26,10.43,15.65,삼양식품
11615,장수면,120.0,517.2,81.66,10.89,16.33,삼양식품
11616,돈사골탕면,120.0,505.0,79,13,15,삼양식품
11617,돈사골탕면,120.0,505.0,79,13,15,삼양식품
11618,얼큰특면,120.0,505.79,81.32,9.92,15.87,삼양식품
11619,얼큰특면,120.0,501.61,80.65,9.83,15.74,삼양식품
11620,사리면,120.0,641.52,98.21,11.81,22.32,삼양식품
11621,간짬뽕,120.0,570.82,85.39,11.38,20.59,삼양식품
11622,불닭볶음면,120.0,545.18,87.41,12.38,16.42,삼양식품
11623,고추짜장,120.0,560.59,88.42,14.4,16.42,삼양식품
11624,짜짜로니,120.0,591.41,85.39,11.38,22.61,삼양식품
11625,열무비빔면,120.0,581.47,90.86,9.94,19.87,삼양식품
11626,차오차이,120.0,480.0,71.08,11.08,16.62,삼양식품
11627,차오차이,120.0,443.08,65.61,10.23,15.34,삼양식품
11628,이마트맛승부(매운맛),120.0,500.0,79,10,16,삼양식품
11629,이마트맛승부(매운맛),120.0,500.0,79,10,16,삼양식품
11630,나가사끼짬뽕,120.0,594.72,100.22,12.53,16.27,삼양식품
11631,삼양라면,100.0,416.7,65.8,8.3,13.3,삼양식품
11632,손수때릴타면,100.0,412.5,67.5,7.5,12.5,삼양식품
